filename,heuristic_label,heuristic_confidence,heur_score_belly_pain,heur_score_burping,heur_score_discomfort,heur_score_hungry,heur_score_tired
synth_trainval_Infantcry_1679.wav,hungry,0.4137931034197384,2.5,2.5,3.0,6.0,0.5
synth_trainval_Infantcry_1676.wav,belly_pain,0.608695652120983,7.0,2.5,0.5,1.0,0.5
synth_trainval_Infantcry_1677.wav,belly_pain,0.41935483868262224,6.5,2.5,1.5,4.5,0.5
synth_trainval_Infantcry_1675.wav,burping,0.37499999996875,4.0,4.5,0.5,1.0,2.0
synth_trainval_Infantcry_1680.wav,hungry,0.3870967741685744,2.5,2.5,3.0,6.0,1.5
synth_trainval_Infantcry_1683.wav,hungry,0.37499999996875,2.5,2.0,1.5,4.5,1.5
synth_trainval_Infantcry_1682.wav,hungry,0.3749999999765625,5.0,2.5,2.0,6.0,0.5
synth_trainval_Infantcry_168.wav,burping,0.37499999996875,4.0,4.5,0.5,1.0,2.0
synth_trainval_Infantcry_1681.wav,belly_pain,0.5238095237596372,5.5,1.5,2.0,1.0,0.5
synth_trainval_Infantcry_1684.wav,hungry,0.44444444441152264,2.5,1.5,1.5,6.0,2.0
synth_trainval_Infantcry_1689.wav,hungry,0.2758620689464923,2.5,2.5,2.0,4.0,3.5
synth_trainval_Infantcry_1688.wav,hungry,0.34285714283755103,5.0,0.0,3.0,6.0,3.5
synth_trainval_Infantcry_1685.wav,belly_pain,0.4482758620380499,6.5,2.5,0.5,4.5,0.5
synth_trainval_Infantcry_1686.wav,belly_pain,0.5652173912551984,6.5,2.5,1.0,1.0,0.5
synth_trainval_Infantcry_1687.wav,belly_pain,0.608695652120983,7.0,2.5,0.5,1.0,0.5
synth_trainval_Infantcry_169.wav,hungry,0.3749999999765625,2.5,0.0,2.5,6.0,5.0
synth_trainval_Infantcry_1690.wav,belly_pain,0.347826086926276,4.0,2.5,0.5,2.5,2.0
synth_trainval_Infantcry_1691.wav,belly_pain,0.49999999996153843,6.5,2.5,2.5,1.0,0.5
synth_trainval_Infantcry_1693.wav,hungry,0.34615384612721894,2.5,2.0,1.5,4.5,2.5
synth_trainval_Infantcry_1695.wav,belly_pain,0.40624999997460937,6.5,2.5,2.0,4.5,0.5
synth_trainval_Infantcry_1692.wav,burping,0.37499999996875,3.5,4.5,1.0,1.0,2.0
synth_trainval_Infantcry_1694.wav,belly_pain,0.608695652120983,7.0,2.5,0.5,1.0,0.5
synth_trainval_Infantcry_1696.wav,belly_pain,0.33333333330555553,4.0,1.5,2.0,2.5,2.0
synth_trainval_Infantcry_17.wav,belly_pain,0.347826086926276,4.0,2.5,2.0,2.5,0.5
synth_trainval_Infantcry_1699.wav,hungry,0.4137931034197384,3.5,0.0,3.0,6.0,2.0
synth_trainval_Infantcry_1697.wav,burping,0.3103448275648038,3.5,4.5,2.0,2.5,2.0
synth_trainval_Infantcry_170.wav,belly_pain,0.2727272727024793,3.0,2.0,2.5,1.0,2.5
synth_trainval_Infantcry_1698.wav,belly_pain,0.5652173912551984,6.5,2.5,1.0,1.0,0.5
synth_trainval_Infantcry_1700.wav,hungry,0.34285714283755103,2.5,0.0,4.0,6.0,5.0
synth_trainval_Infantcry_1702.wav,burping,0.37499999996875,4.0,4.5,0.5,1.0,2.0
synth_trainval_Infantcry_1705.wav,burping,0.37499999996875,4.0,4.5,0.5,1.0,2.0
synth_trainval_Infantcry_1703.wav,belly_pain,0.608695652120983,7.0,2.5,0.5,1.0,0.5
synth_trainval_Infantcry_1704.wav,burping,0.260869565194707,2.0,3.0,2.0,2.5,2.0
synth_trainval_Infantcry_1701.wav,hungry,0.32142857140561226,2.5,2.0,2.5,4.5,2.5
synth_trainval_Infantcry_1706.wav,hungry,0.3749999999765625,2.5,2.5,3.0,6.0,2.0
synth_trainval_Infantcry_1707.wav,belly_pain,0.608695652120983,7.0,2.5,0.5,1.0,0.5
synth_trainval_Infantcry_1709.wav,hungry,0.3103448275648038,2.5,3.0,2.5,4.5,2.0
synth_trainval_Infantcry_171.wav,hungry,0.44444444441152264,3.5,1.5,2.0,6.0,0.5
synth_trainval_Infantcry_1710.wav,belly_pain,0.4230769230443787,5.5,2.5,2.0,2.5,0.5
synth_trainval_Infantcry_1708.wav,burping,0.37499999996875,4.0,4.5,0.5,1.0,2.0
synth_trainval_Infantcry_1711.wav,belly_pain,0.3703703703429355,5.0,1.5,2.0,4.5,0.5
synth_trainval_Infantcry_1712.wav,belly_pain,0.2727272727024793,3.0,2.0,2.5,1.0,2.5
synth_trainval_Infantcry_1713.wav,belly_pain,0.31578947365096954,3.0,0.0,2.5,2.5,1.5
synth_trainval_Infantcry_1715.wav,belly_pain,0.347826086926276,4.0,2.5,0.5,2.5,2.0
synth_trainval_Infantcry_1714.wav,tired,0.34374999997851563,2.5,2.0,1.5,4.5,5.5
synth_trainval_Infantcry_1716.wav,belly_pain,0.608695652120983,7.0,2.5,0.5,1.0,0.5
synth_trainval_Infantcry_1717.wav,burping,0.22222222220576132,2.5,3.0,3.0,2.5,2.5
synth_trainval_Infantcry_1718.wav,hungry,0.2903225806264308,2.5,2.0,2.5,4.5,4.0
synth_trainval_Infantcry_172.wav,belly_pain,0.49999999996153843,6.5,2.5,1.0,2.5,0.5
synth_trainval_Infantcry_1721.wav,discomfort,0.39130434779206047,2.5,0.0,4.5,4.0,0.5
synth_trainval_Infantcry_1719.wav,hungry,0.39999999997333335,3.5,1.5,2.0,6.0,2.0
synth_trainval_Infantcry_1720.wav,belly_pain,0.608695652120983,7.0,2.5,0.5,1.0,0.5
synth_trainval_Infantcry_1722.wav,belly_pain,0.41935483868262224,6.5,2.5,1.5,4.5,0.5
synth_trainval_Infantcry_1723.wav,belly_pain,0.608695652120983,7.0,2.5,0.5,1.0,0.5
synth_trainval_Infantcry_1724.wav,belly_pain,0.5652173912551984,6.5,2.5,1.0,1.0,0.5
synth_trainval_Infantcry_1727.wav,hungry,0.34615384612721894,2.5,2.0,1.5,4.5,2.5
synth_trainval_Infantcry_1725.wav,belly_pain,0.34374999997851563,5.5,2.5,3.0,4.5,0.5
synth_trainval_Infantcry_1726.wav,belly_pain,0.608695652120983,7.0,2.5,0.5,1.0,0.5
synth_trainval_Infantcry_1728.wav,belly_pain,0.43478260865784496,5.0,2.5,2.5,1.0,0.5
synth_trainval_Infantcry_1729.wav,belly_pain,0.33333333330555553,4.0,2.5,1.0,2.5,2.0
synth_trainval_Infantcry_173.wav,hungry,0.3103448275648038,2.5,2.0,2.5,4.5,3.0
synth_trainval_Infantcry_1730.wav,hungry,0.3103448275648038,2.5,2.0,2.5,4.5,3.0
synth_trainval_Infantcry_1733.wav,belly_pain,0.29999999997,3.0,0.0,2.5,2.5,2.0
synth_trainval_Infantcry_1734.wav,belly_pain,0.49999999996153843,6.5,2.5,1.0,2.5,0.5
synth_trainval_Infantcry_1732.wav,belly_pain,0.4399999999648,5.5,1.5,2.5,2.5,0.5
synth_trainval_Infantcry_1731.wav,burping,0.29999999998,3.5,4.5,0.5,4.5,2.0
synth_trainval_Infantcry_1735.wav,belly_pain,0.5652173912551984,6.5,2.5,1.0,1.0,0.5
synth_trainval_Infantcry_1736.wav,belly_pain,0.4782608695236295,5.5,2.5,2.0,1.0,0.5
synth_trainval_Infantcry_1737.wav,hungry,0.39999999997333335,5.0,1.5,2.0,6.0,0.5
synth_trainval_Infantcry_1738.wav,hungry,0.3199999999744,2.5,0.0,3.0,4.0,3.0
synth_trainval_Infantcry_1739.wav,discomfort,0.24137931032818075,2.5,2.5,3.5,2.5,3.5
synth_trainval_Infantcry_174.wav,hungry,0.29629629627434845,3.5,1.5,2.5,4.0,2.0
synth_trainval_Infantcry_1740.wav,hungry,0.352941176449827,3.5,2.5,3.0,6.0,2.0
synth_trainval_Infantcry_1741.wav,belly_pain,0.36363636360330576,4.0,2.0,2.0,1.0,2.0
synth_trainval_Infantcry_1742.wav,belly_pain,0.608695652120983,7.0,2.5,0.5,1.0,0.5
synth_trainval_Infantcry_1744.wav,hungry,0.4615384615029586,3.5,0.0,3.0,6.0,0.5
synth_trainval_Infantcry_1745.wav,hungry,0.3103448275648038,2.5,2.0,2.5,4.5,3.0
synth_trainval_Infantcry_1743.wav,hungry,0.4615384615029586,2.5,1.0,3.0,6.0,0.5
synth_trainval_Infantcry_1746.wav,belly_pain,0.34374999997851563,5.5,2.5,3.0,4.5,0.5
synth_trainval_Infantcry_1747.wav,belly_pain,0.49999999996153843,6.5,2.5,1.0,2.5,0.5
synth_trainval_Infantcry_1749.wav,belly_pain,0.347826086926276,4.0,2.5,0.5,2.5,2.0
synth_trainval_Infantcry_1748.wav,tired,0.24999999997916666,2.5,2.0,2.0,2.5,3.0
synth_trainval_Infantcry_175.wav,belly_pain,0.3043478260604915,3.5,2.5,1.0,2.5,2.0
synth_trainval_Infantcry_1750.wav,belly_pain,0.49999999996153843,6.5,2.5,1.0,2.5,0.5
synth_trainval_Infantcry_1751.wav,hungry,0.3103448275648038,2.5,3.0,2.5,4.5,2.0
synth_trainval_Infantcry_1752.wav,belly_pain,0.608695652120983,7.0,2.5,0.5,1.0,0.5
synth_trainval_Infantcry_1753.wav,belly_pain,0.30769230766863903,4.0,2.5,2.0,2.5,2.0
synth_trainval_Infantcry_1757.wav,belly_pain,0.608695652120983,7.0,2.5,0.5,1.0,0.5
synth_trainval_Infantcry_1755.wav,hungry,0.34615384612721894,2.5,2.0,2.5,4.5,1.5
synth_trainval_Infantcry_1754.wav,burping,0.37499999996875,3.5,4.5,1.0,1.0,2.0
synth_trainval_Infantcry_1758.wav,belly_pain,0.22580645159833507,3.5,3.0,3.0,2.5,3.5
synth_trainval_Infantcry_1756.wav,belly_pain,0.608695652120983,7.0,2.5,0.5,1.0,0.5
synth_trainval_Infantcry_1759.wav,hungry,0.34615384612721894,2.5,2.0,1.5,4.5,2.5
synth_trainval_Infantcry_1761.wav,belly_pain,0.31818181815289254,3.5,3.5,1.0,1.0,2.0
synth_trainval_Infantcry_1760.wav,belly_pain,0.5652173912551984,6.5,2.5,1.0,1.0,0.5
synth_trainval_Infantcry_176.wav,belly_pain,0.608695652120983,7.0,2.5,0.5,1.0,0.5
synth_trainval_Infantcry_1763.wav,hungry,0.34615384612721894,2.5,2.0,2.5,4.5,1.5
synth_trainval_Infantcry_1762.wav,hungry,0.30769230766863903,3.5,2.5,1.0,4.0,2.0
synth_trainval_Infantcry_1765.wav,belly_pain,0.608695652120983,7.0,2.5,0.5,1.0,0.5
synth_trainval_Infantcry_1764.wav,hungry,0.33333333330555553,2.5,1.5,2.0,4.0,2.0
synth_trainval_Infantcry_1766.wav,hungry,0.34615384612721894,2.5,2.0,2.5,4.5,1.5
synth_trainval_Infantcry_1769.wav,belly_pain,0.4482758620380499,6.5,2.5,0.5,4.5,0.5
synth_trainval_Infantcry_1767.wav,belly_pain,0.5833333332847223,7.0,2.5,1.0,1.0,0.5
synth_trainval_Infantcry_1768.wav,belly_pain,0.6666666666031746,7.0,1.5,0.5,1.0,0.5
synth_trainval_Infantcry_1772.wav,tired,0.3448275861831153,2.5,3.0,3.0,1.0,5.0
synth_trainval_Infantcry_1773.wav,hungry,0.3749999999765625,4.0,2.5,3.0,6.0,0.5
synth_trainval_Infantcry_1770.wav,hungry,0.39999999997333335,2.5,0.0,3.0,6.0,3.5
synth_trainval_Infantcry_1771.wav,belly_pain,0.4482758620380499,6.5,2.5,0.5,4.5,0.5
synth_trainval_Infantcry_177.wav,belly_pain,0.2692307692100592,3.5,3.0,2.0,2.5,2.0
synth_trainval_Infantcry_1774.wav,hungry,0.4285714285408163,2.5,0.0,4.0,6.0,1.5
synth_trainval_Infantcry_1775.wav,burping,0.37499999996875,3.5,4.5,1.0,1.0,2.0
synth_trainval_Infantcry_178.wav,tired,0.33333333330864195,2.5,2.0,2.0,2.5,4.5
synth_trainval_Infantcry_1777.wav,belly_pain,0.4782608695236295,5.5,2.5,2.0,1.0,0.5
synth_trainval_Infantcry_1779.wav,belly_pain,0.3823529411539792,6.5,2.5,1.5,4.5,2.0
synth_trainval_Infantcry_1778.wav,discomfort,0.4736842104764543,2.5,0.0,4.5,2.5,0.0
synth_trainval_Infantcry_1776.wav,burping,0.33333333330864195,3.5,4.5,1.0,2.5,2.0
synth_trainval_Infantcry_1780.wav,belly_pain,0.608695652120983,7.0,2.5,0.5,1.0,0.5
synth_trainval_Infantcry_1781.wav,hungry,0.4137931034197384,2.5,0.0,2.5,6.0,3.5
synth_trainval_Infantcry_1782.wav,belly_pain,0.4482758620380499,6.5,2.5,0.5,4.5,0.5
synth_trainval_Infantcry_1785.wav,belly_pain,0.4230769230443787,5.5,2.5,2.0,2.5,0.5
synth_trainval_Infantcry_1783.wav,belly_pain,0.608695652120983,7.0,2.5,0.5,1.0,0.5
synth_trainval_Infantcry_1784.wav,hungry,0.4137931034197384,3.5,2.5,0.5,6.0,2.0
synth_trainval_Infantcry_1786.wav,hungry,0.3749999999765625,5.0,2.5,2.0,6.0,0.5
synth_trainval_Infantcry_1787.wav,belly_pain,0.608695652120983,7.0,2.5,0.5,1.0,0.5
synth_trainval_Infantcry_1791.wav,hungry,0.3749999999765625,4.0,2.5,3.0,6.0,0.5
synth_trainval_Infantcry_1789.wav,belly_pain,0.347826086926276,4.0,2.5,2.0,2.5,0.5
synth_trainval_Infantcry_179.wav,hungry,0.33333333330864195,2.5,3.0,1.5,4.5,2.0
synth_trainval_Infantcry_1790.wav,discomfort,0.24999999997916666,2.5,2.0,3.0,2.5,2.0
synth_trainval_Infantcry_1788.wav,burping,0.29999999998,2.5,4.5,1.5,4.5,2.0
synth_trainval_Infantcry_1792.wav,belly_pain,0.4482758620380499,6.5,2.5,2.5,2.5,0.5
synth_trainval_Infantcry_1795.wav,tired,0.3103448275648038,2.5,2.0,3.0,2.5,4.5
synth_trainval_Infantcry_1794.wav,belly_pain,0.4482758620380499,6.5,2.5,0.5,4.5,0.5
synth_trainval_Infantcry_1797.wav,belly_pain,0.3333333333015873,3.5,3.0,1.0,1.0,2.0
synth_trainval_Infantcry_1793.wav,hungry,0.4137931034197384,2.5,2.5,3.0,6.0,0.5
synth_trainval_Infantcry_1796.wav,belly_pain,0.5652173912551984,6.5,2.5,1.0,1.0,0.5
synth_trainval_Infantcry_1798.wav,belly_pain,0.608695652120983,7.0,2.5,0.5,1.0,0.5
synth_trainval_Infantcry_1799.wav,burping,0.37499999996875,4.0,4.5,0.5,1.0,2.0
synth_trainval_Infantcry_180.wav,belly_pain,0.608695652120983,7.0,2.5,0.5,1.0,0.5
synth_trainval_Infantcry_1800.wav,hungry,0.39130434779206047,2.0,2.0,1.5,4.5,1.5
synth_trainval_Infantcry_1801.wav,belly_pain,0.608695652120983,7.0,2.5,0.5,1.0,0.5
synth_trainval_Infantcry_18.wav,hungry,0.39999999997333335,5.0,1.5,2.0,6.0,0.5
synth_trainval_Infantcry_1802.wav,belly_pain,0.347826086926276,4.0,2.5,2.0,2.5,0.5
synth_trainval_Infantcry_1803.wav,hungry,0.3103448275648038,3.5,3.0,1.5,4.5,2.0
synth_trainval_Infantcry_1804.wav,belly_pain,0.5833333332847223,7.0,2.5,1.0,1.0,0.5
synth_trainval_Infantcry_1805.wav,hungry,0.39999999996,2.5,0.0,2.0,4.0,1.5
synth_trainval_Infantcry_1808.wav,hungry,0.2812499999824219,2.5,2.0,2.5,4.5,4.5
synth_trainval_Infantcry_1806.wav,burping,0.37499999996875,3.5,4.5,1.0,1.0,2.0
synth_trainval_Infantcry_1807.wav,hungry,0.37499999996875,2.5,2.0,1.5,4.5,1.5
synth_trainval_Infantcry_1809.wav,belly_pain,0.3043478260604915,3.5,2.5,2.5,2.5,0.5
synth_trainval_Infantcry_181.wav,belly_pain,0.49999999996153843,6.5,2.5,1.0,2.5,0.5
synth_trainval_Infantcry_1813.wav,burping,0.3599999999712,4.0,4.5,1.0,1.0,2.0
synth_trainval_Infantcry_1810.wav,belly_pain,0.30769230766863903,4.0,2.5,3.5,2.5,0.5
synth_trainval_Infantcry_1812.wav,hungry,0.2812499999824219,4.0,2.5,3.0,4.5,2.0
synth_trainval_Infantcry_1811.wav,tired,0.3666666666422222,2.5,3.0,3.0,1.0,5.5
synth_trainval_Infantcry_1814.wav,hungry,0.4137931034197384,2.5,0.0,4.0,6.0,2.0
synth_trainval_Infantcry_1815.wav,belly_pain,0.3846153845857988,5.0,2.5,2.5,2.5,0.5
synth_trainval_Infantcry_1818.wav,belly_pain,0.608695652120983,7.0,2.5,0.5,1.0,0.5
synth_trainval_Infantcry_1816.wav,hungry,0.33333333330864195,4.0,1.5,3.0,4.5,0.5
synth_trainval_Infantcry_1819.wav,burping,0.37499999996875,2.5,4.5,2.0,1.0,2.0
synth_trainval_Infantcry_1817.wav,hungry,0.32142857140561226,3.5,2.0,2.5,4.5,1.5
synth_trainval_Infantcry_182.wav,belly_pain,0.49999999996153843,6.5,2.5,1.0,2.5,0.5
synth_trainval_Infantcry_1820.wav,belly_pain,0.4230769230443787,5.5,2.5,2.0,2.5,0.5
synth_trainval_Infantcry_1822.wav,belly_pain,0.608695652120983,7.0,2.5,0.5,1.0,0.5
synth_trainval_Infantcry_1823.wav,tired,0.2857142856979592,2.5,3.0,2.5,4.5,5.0
synth_trainval_Infantcry_1821.wav,belly_pain,0.608695652120983,7.0,2.5,0.5,1.0,0.5
synth_trainval_Infantcry_1824.wav,belly_pain,0.35294117642906575,3.0,2.0,0.5,0.5,2.5
synth_trainval_Infantcry_1825.wav,belly_pain,0.49999999996153843,6.5,2.5,1.0,2.5,0.5
synth_trainval_Infantcry_1826.wav,belly_pain,0.5652173912551984,6.5,2.5,1.0,1.0,0.5
synth_trainval_Infantcry_1830.wav,belly_pain,0.260869565194707,3.0,2.0,2.5,1.0,3.0
synth_trainval_Infantcry_1827.wav,belly_pain,0.608695652120983,7.0,2.5,0.5,1.0,0.5
synth_trainval_Infantcry_1828.wav,burping,0.29999999998,3.5,4.5,0.5,4.5,2.0
synth_trainval_Infantcry_1831.wav,belly_pain,0.41935483868262224,6.5,2.5,1.5,4.5,0.5
synth_trainval_Infantcry_1829.wav,belly_pain,0.608695652120983,7.0,2.5,0.5,1.0,0.5
synth_trainval_Infantcry_183.wav,belly_pain,0.36363636360330576,4.0,3.5,0.5,1.0,2.0
synth_trainval_Infantcry_1837.wav,belly_pain,0.37499999996875,4.5,1.5,3.0,2.5,0.5
synth_trainval_Infantcry_1835.wav,burping,0.29999999998,3.5,4.5,0.5,4.5,2.0
synth_trainval_Infantcry_1832.wav,tired,0.3846153845857988,0.0,3.5,2.0,2.5,5.0
synth_trainval_Infantcry_1833.wav,hungry,0.39999999997333335,3.5,1.5,2.0,6.0,2.0
synth_trainval_Infantcry_1836.wav,belly_pain,0.608695652120983,7.0,2.5,0.5,1.0,0.5
synth_trainval_Infantcry_1834.wav,belly_pain,0.5833333332847223,7.0,2.5,1.0,1.0,0.5
synth_trainval_Infantcry_1838.wav,discomfort,0.260869565194707,2.5,2.0,3.0,2.5,1.5
synth_trainval_Infantcry_184.wav,burping,0.37499999996875,4.0,4.5,0.5,1.0,2.0
synth_trainval_Infantcry_1839.wav,burping,0.2307692307514793,2.5,3.0,3.0,2.5,2.0
synth_trainval_Infantcry_1841.wav,hungry,0.37499999996875,2.5,2.0,1.5,4.5,1.5
synth_trainval_Infantcry_1842.wav,hungry,0.3749999999765625,2.5,2.5,3.0,6.0,2.0
synth_trainval_Infantcry_1840.wav,belly_pain,0.5833333332847223,7.0,1.5,2.0,1.0,0.5
synth_trainval_Infantcry_1843.wav,belly_pain,0.3448275861831153,5.0,2.5,2.0,4.5,0.5
synth_trainval_Infantcry_1844.wav,belly_pain,0.4074074073772291,5.5,2.5,2.5,2.5,0.5
synth_trainval_Infantcry_1845.wav,burping,0.37499999996875,4.0,4.5,0.5,1.0,2.0
synth_trainval_Infantcry_1846.wav,belly_pain,0.6190476189886621,6.5,1.5,1.0,1.0,0.5
synth_trainval_Infantcry_1849.wav,belly_pain,0.5652173912551984,6.5,2.5,1.0,1.0,0.5
synth_trainval_Infantcry_1848.wav,hungry,0.29999999998,3.5,3.0,2.5,4.5,1.5
synth_trainval_Infantcry_1847.wav,belly_pain,0.3043478260604915,3.5,2.5,1.0,2.5,2.0
synth_trainval_Infantcry_1853.wav,belly_pain,0.608695652120983,7.0,2.5,0.5,1.0,0.5
synth_trainval_Infantcry_185.wav,hungry,0.3870967741685744,2.5,0.0,4.0,6.0,3.0
synth_trainval_Infantcry_1852.wav,belly_pain,0.4482758620380499,6.5,2.5,0.5,4.5,0.5
synth_trainval_Infantcry_1851.wav,belly_pain,0.5652173912551984,6.5,2.5,1.0,1.0,0.5
synth_trainval_Infantcry_1850.wav,hungry,0.29629629627434845,2.5,1.5,3.5,4.0,2.0
synth_trainval_Infantcry_1854.wav,belly_pain,0.49999999996153843,6.5,2.5,1.0,2.5,0.5
synth_trainval_Infantcry_186.wav,belly_pain,0.608695652120983,7.0,2.5,0.5,1.0,0.5
synth_trainval_Infantcry_1858.wav,belly_pain,0.49999999996153843,6.5,2.5,1.0,2.5,0.5
synth_trainval_Infantcry_1856.wav,belly_pain,0.4814814814458162,6.5,1.5,0.5,4.5,0.5
synth_trainval_Infantcry_1855.wav,burping,0.37499999996875,4.0,4.5,0.5,1.0,2.0
synth_trainval_Infantcry_1859.wav,belly_pain,0.608695652120983,7.0,2.5,0.5,1.0,0.5
synth_trainval_Infantcry_1857.wav,hungry,0.3870967741685744,3.5,2.5,3.0,6.0,0.5
synth_trainval_Infantcry_1860.wav,belly_pain,0.3809523809160998,4.0,0.0,3.5,2.5,0.5
synth_trainval_Infantcry_1864.wav,belly_pain,0.4482758620380499,6.5,2.5,0.5,4.5,0.5
synth_trainval_Infantcry_1865.wav,burping,0.37499999996875,3.5,4.5,1.0,1.0,2.0
synth_trainval_Infantcry_1861.wav,burping,0.2812499999824219,3.5,4.5,1.5,4.5,2.0
synth_trainval_Infantcry_1862.wav,belly_pain,0.608695652120983,7.0,2.5,0.5,1.0,0.5
synth_trainval_Infantcry_1863.wav,belly_pain,0.608695652120983,7.0,2.5,0.5,1.0,0.5
synth_trainval_Infantcry_1866.wav,belly_pain,0.3666666666422222,5.5,1.5,1.5,4.5,2.0
synth_trainval_Infantcry_1867.wav,hungry,0.4782608695236295,2.5,0.0,0.5,5.5,3.0
synth_trainval_Infantcry_1868.wav,belly_pain,0.30769230766863903,4.0,2.5,2.0,2.5,2.0
synth_trainval_Infantcry_187.wav,belly_pain,0.6666666666031746,7.0,1.5,0.5,1.0,0.5
synth_trainval_Infantcry_1870.wav,belly_pain,0.3333333333015873,3.5,1.5,1.0,2.5,2.0
synth_trainval_Infantcry_1869.wav,discomfort,0.2916666666423611,3.0,2.5,3.5,2.5,0.5
synth_trainval_Infantcry_1871.wav,hungry,0.4137931034197384,2.5,2.5,3.0,6.0,0.5
synth_trainval_Infantcry_1876.wav,belly_pain,0.4482758620380499,6.5,2.5,0.5,4.5,0.5
synth_trainval_Infantcry_1873.wav,belly_pain,0.3666666666422222,5.5,1.5,2.0,2.5,3.5
synth_trainval_Infantcry_1875.wav,belly_pain,0.49999999996153843,6.5,2.5,1.0,2.5,0.5
synth_trainval_Infantcry_1874.wav,belly_pain,0.608695652120983,7.0,2.5,0.5,1.0,0.5
synth_trainval_Infantcry_1872.wav,belly_pain,0.4482758620380499,6.5,2.5,0.5,4.5,0.5
synth_trainval_Infantcry_1877.wav,burping,0.37499999996875,4.0,4.5,0.5,1.0,2.0
synth_trainval_Infantcry_1880.wav,hungry,0.3103448275648038,2.5,3.0,2.5,4.5,2.0
synth_trainval_Infantcry_1879.wav,belly_pain,0.28571428568707485,3.0,2.0,1.5,1.0,3.0
synth_trainval_Infantcry_188.wav,belly_pain,0.3846153845857988,5.0,2.5,2.5,2.5,0.5
synth_trainval_Infantcry_1878.wav,belly_pain,0.6190476189886621,6.5,1.5,1.0,1.0,0.5
synth_trainval_Infantcry_1881.wav,burping,0.260869565194707,2.5,3.0,3.0,1.0,2.0
synth_trainval_Infantcry_1882.wav,belly_pain,0.6666666666031746,7.0,1.5,0.5,1.0,0.5
synth_trainval_Infantcry_1883.wav,hungry,0.3749999999765625,3.5,2.5,2.0,6.0,2.0
synth_trainval_Infantcry_1884.wav,belly_pain,0.2799999999776,3.5,3.5,1.0,2.5,2.0
synth_trainval_Infantcry_1885.wav,burping,0.29999999998,3.5,4.5,0.5,4.5,2.0
synth_trainval_Infantcry_1887.wav,belly_pain,0.608695652120983,7.0,2.5,0.5,1.0,0.5
synth_trainval_Infantcry_1886.wav,belly_pain,0.4482758620380499,6.5,2.5,0.5,4.5,0.5
synth_trainval_Infantcry_1888.wav,belly_pain,0.608695652120983,7.0,2.5,0.5,1.0,0.5
synth_trainval_Infantcry_1889.wav,burping,0.33333333330864195,2.0,4.5,0.5,4.5,2.0
synth_trainval_Infantcry_189.wav,hungry,0.3103448275648038,2.5,2.0,1.5,4.5,4.0
synth_trainval_Infantcry_1892.wav,belly_pain,0.30769230766863903,4.0,3.0,3.0,1.0,2.0
synth_trainval_Infantcry_1891.wav,burping,0.260869565194707,2.5,3.0,3.0,1.0,2.0
synth_trainval_Infantcry_1890.wav,belly_pain,0.608695652120983,7.0,2.5,0.5,1.0,0.5
synth_trainval_Infantcry_1893.wav,belly_pain,0.608695652120983,7.0,2.5,0.5,1.0,0.5
synth_trainval_Infantcry_1894.wav,tired,0.34374999997851563,2.5,2.0,1.5,4.5,5.5
synth_trainval_Infantcry_1895.wav,belly_pain,0.608695652120983,7.0,2.5,0.5,1.0,0.5
synth_trainval_Infantcry_1898.wav,hungry,0.3870967741685744,2.5,1.0,4.0,6.0,2.0
synth_trainval_Infantcry_1896.wav,belly_pain,0.4230769230443787,5.5,2.5,2.0,2.5,0.5
synth_trainval_Infantcry_1899.wav,burping,0.2399999999808,2.5,3.0,3.0,2.5,1.5
synth_trainval_Infantcry_1897.wav,hungry,0.39999999997333335,3.5,1.5,2.0,6.0,2.0
synth_trainval_Infantcry_19.wav,burping,0.2307692307514793,2.5,3.0,2.0,2.5,3.0
synth_trainval_Infantcry_190.wav,discomfort,0.260869565194707,2.5,2.0,3.0,2.5,1.5
synth_trainval_Infantcry_1901.wav,belly_pain,0.3846153845857988,5.0,2.5,2.5,2.5,0.5
synth_trainval_Infantcry_1902.wav,belly_pain,0.3809523809160998,4.0,2.0,2.0,1.0,1.5
synth_trainval_Infantcry_1903.wav,belly_pain,0.49999999996153843,6.5,2.5,1.0,2.5,0.5
synth_trainval_Infantcry_1900.wav,belly_pain,0.3448275861831153,5.0,2.5,2.5,4.0,0.5
synth_trainval_Infantcry_1905.wav,belly_pain,0.4074074073772291,5.5,2.5,2.5,2.5,0.5
synth_trainval_Infantcry_1904.wav,hungry,0.44444444441152264,2.5,1.0,2.5,6.0,1.5
synth_trainval_Infantcry_1910.wav,belly_pain,0.49999999995454547,5.5,1.5,2.5,1.0,0.5
synth_trainval_Infantcry_1906.wav,belly_pain,0.608695652120983,7.0,2.5,0.5,1.0,0.5
synth_trainval_Infantcry_1909.wav,tired,0.2857142856979592,2.5,3.0,2.5,4.5,5.0
synth_trainval_Infantcry_191.wav,belly_pain,0.608695652120983,7.0,2.5,0.5,1.0,0.5
synth_trainval_Infantcry_1907.wav,burping,0.37499999996875,3.5,4.5,1.0,1.0,2.0
synth_trainval_Infantcry_1908.wav,belly_pain,0.608695652120983,7.0,2.5,0.5,1.0,0.5
synth_trainval_Infantcry_1911.wav,belly_pain,0.4482758620380499,6.5,2.5,0.5,4.5,0.5
synth_trainval_Infantcry_1914.wav,belly_pain,0.608695652120983,7.0,2.5,0.5,1.0,0.5
synth_trainval_Infantcry_1913.wav,belly_pain,0.608695652120983,7.0,2.5,0.5,1.0,0.5
